# Time_Step Physical_Time Residual Converged
    78 7.800000e-04 4.584070e-03 0
    79 7.900000e-04 4.538458e-03 0
    80 8.000000e-04 4.493300e-03 0
    81 8.100000e-04 4.448591e-03 0
    82 8.200000e-04 4.404327e-03 0
    83 8.300000e-04 4.360503e-03 0
    84 8.400000e-04 4.317115e-03 0
    85 8.500000e-04 4.274159e-03 0
    86 8.600000e-04 4.231631e-03 0
    87 8.700000e-04 4.189525e-03 0
    88 8.800000e-04 4.147839e-03 0
    89 8.900000e-04 4.106568e-03 0
    90 9.000000e-04 4.065707e-03 0
    91 9.100000e-04 4.025252e-03 0
    92 9.200000e-04 3.985200e-03 0
    93 9.300000e-04 3.945547e-03 0
    94 9.400000e-04 3.906288e-03 0
    95 9.500000e-04 3.867420e-03 0
    96 9.600000e-04 3.828939e-03 0
    97 9.700000e-04 3.790840e-03 0
    98 9.800000e-04 3.753121e-03 0
    99 9.900000e-04 3.715777e-03 0
   100 1.000000e-03 3.678804e-03 0
   101 1.010000e-03 3.642200e-03 0
   102 1.020000e-03 3.605959e-03 0
   103 1.030000e-03 3.570080e-03 0
   104 1.040000e-03 3.534557e-03 0
   105 1.050000e-03 3.499387e-03 0
   106 1.060000e-03 3.464568e-03 0
   107 1.070000e-03 3.430095e-03 0
   108 1.080000e-03 3.395965e-03 0
   109 1.090000e-03 3.362175e-03 0
   110 1.100000e-03 3.328721e-03 0
   111 1.110000e-03 3.295600e-03 0
   112 1.120000e-03 3.262808e-03 0
   113 1.130000e-03 3.230343e-03 0
   114 1.140000e-03 3.198200e-03 0
   115 1.150000e-03 3.166378e-03 0
   116 1.160000e-03 3.134872e-03 0
   117 1.170000e-03 3.103679e-03 0
   118 1.180000e-03 3.072797e-03 0
   119 1.190000e-03 3.042223e-03 0
   120 1.200000e-03 3.011952e-03 0
   121 1.210000e-03 2.981983e-03 0
   122 1.220000e-03 2.952312e-03 0
   123 1.230000e-03 2.922936e-03 0
   124 1.240000e-03 2.893852e-03 0
   125 1.250000e-03 2.865058e-03 0
   126 1.260000e-03 2.836550e-03 0
   127 1.270000e-03 2.808326e-03 0
   128 1.280000e-03 2.780383e-03 0
   129 1.290000e-03 2.752718e-03 0
   130 1.300000e-03 2.725328e-03 0
   131 1.310000e-03 2.698211e-03 0
   132 1.320000e-03 2.671363e-03 0
   133 1.330000e-03 2.644783e-03 0
   134 1.340000e-03 2.618467e-03 0
   135 1.350000e-03 2.592413e-03 0
   136 1.360000e-03 2.566618e-03 0
   137 1.370000e-03 2.541080e-03 0
   138 1.380000e-03 2.515796e-03 0
   139 1.390000e-03 2.490763e-03 0
   140 1.400000e-03 2.465980e-03 0
   141 1.410000e-03 2.441443e-03 0
   142 1.420000e-03 2.417150e-03 0
   143 1.430000e-03 2.393099e-03 0
   144 1.440000e-03 2.369288e-03 0
   145 1.450000e-03 2.345713e-03 0
   146 1.460000e-03 2.322373e-03 0
   147 1.470000e-03 2.299265e-03 0
   148 1.480000e-03 2.276387e-03 0
   149 1.490000e-03 2.253737e-03 0
   150 1.500000e-03 2.231312e-03 0
   151 1.510000e-03 2.209110e-03 0
   152 1.520000e-03 2.187129e-03 0
   153 1.530000e-03 2.165367e-03 0
   154 1.540000e-03 2.143821e-03 0
   155 1.550000e-03 2.122490e-03 0
   156 1.560000e-03 2.101371e-03 0
   157 1.570000e-03 2.080462e-03 0
   158 1.580000e-03 2.059761e-03 0
   159 1.590000e-03 2.039266e-03 0
   160 1.600000e-03 2.018975e-03 0
   161 1.610000e-03 1.998886e-03 0
   162 1.620000e-03 1.978997e-03 0
   163 1.630000e-03 1.959306e-03 0
   164 1.640000e-03 1.939810e-03 0
   165 1.650000e-03 1.920509e-03 0
   166 1.660000e-03 1.901400e-03 0
   167 1.670000e-03 1.882481e-03 0
   168 1.680000e-03 1.863750e-03 0
   169 1.690000e-03 1.845205e-03 0
   170 1.700000e-03 1.826845e-03 0
   171 1.710000e-03 1.808668e-03 0
   172 1.720000e-03 1.790671e-03 0
   173 1.730000e-03 1.772854e-03 0
   174 1.740000e-03 1.755214e-03 0
   175 1.750000e-03 1.737749e-03 0
   176 1.760000e-03 1.720459e-03 0
   177 1.770000e-03 1.703340e-03 0
   178 1.780000e-03 1.686391e-03 0
   179 1.790000e-03 1.669612e-03 0
   180 1.800000e-03 1.652999e-03 0
   181 1.810000e-03 1.636551e-03 0
   182 1.820000e-03 1.620268e-03 0
   183 1.830000e-03 1.604146e-03 0
   184 1.840000e-03 1.588184e-03 0
   185 1.850000e-03 1.572382e-03 0
   186 1.860000e-03 1.556736e-03 0
   187 1.870000e-03 1.541247e-03 0
   188 1.880000e-03 1.525911e-03 0
   189 1.890000e-03 1.510728e-03 0
   190 1.900000e-03 1.495696e-03 0
   191 1.910000e-03 1.480814e-03 0
   192 1.920000e-03 1.466080e-03 0
   193 1.930000e-03 1.451492e-03 0
   194 1.940000e-03 1.437049e-03 0
   195 1.950000e-03 1.422751e-03 0
   196 1.960000e-03 1.408594e-03 0
   197 1.970000e-03 1.394579e-03 0
   198 1.980000e-03 1.380702e-03 0
   199 1.990000e-03 1.366964e-03 0
